what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.equinox.event,1.2.100.v20110502,"org.eclipse.equinox.event",1320682686725
started,bundle,org.eclipse.equinox.p2.core,2.1.0.v20110502-1955,"org.eclipse.equinox.p2.core",1320682686726
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.300.v20110502-1955,"org.eclipse.equinox.p2.directorywatcher",1320682686727
started,bundle,org.eclipse.equinox.p2.engine,2.1.0.v20110511,"org.eclipse.equinox.p2.engine",1320682686736
started,bundle,org.eclipse.equinox.p2.metadata,2.1.0.v20110510,"org.eclipse.equinox.p2.metadata",1320682686788
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.2.0.v20110511-1359,"org.eclipse.equinox.p2.metadata.repository",1320682686789
started,bundle,org.eclipse.equinox.p2.operations,2.1.0.v20110511-1821,"org.eclipse.equinox.p2.operations",1320682686789
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.100.v20110510,"org.eclipse.equinox.p2.reconciler.dropins",1320682686790
started,bundle,org.eclipse.equinox.p2.repository,2.1.0.v20110601,"org.eclipse.equinox.p2.repository",1320682686792
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.100.v20110502-1955,"org.eclipse.equinox.p2.ui.sdk.scheduler",1320682686792
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.200.v20110502-1955,"org.eclipse.equinox.p2.updatechecker",1320682686793
started,bundle,org.eclipse.equinox.preferences,3.4.0.v20110502,"org.eclipse.equinox.preferences",1320682686794
started,bundle,org.eclipse.equinox.registry,3.5.100.v20110502,"org.eclipse.equinox.registry",1320682686795
started,bundle,org.eclipse.equinox.security,1.1.0.v20110502,"org.eclipse.equinox.security",1320682686810
started,bundle,org.eclipse.equinox.util,1.0.300.v20110502,"org.eclipse.equinox.util",1320682686811
started,bundle,org.eclipse.help,3.5.100.v20110426,"org.eclipse.help",1320682686893
started,bundle,org.eclipse.jdt.core,3.7.0.v_B61,"org.eclipse.jdt.core",1320682687282
started,bundle,org.eclipse.jdt.core.manipulation,1.4.0.v20110505-0800,"org.eclipse.jdt.core.manipulation",1320682687284
started,bundle,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui",1320682687479
started,bundle,org.eclipse.jem.util,2.1.100.v201103021400,"org.eclipse.jem.util",1320682687481
started,bundle,org.eclipse.jface,3.7.0.I20110522-1430,"org.eclipse.jface",1320682687482
started,bundle,org.eclipse.jst.j2ee.ui,1.1.500.v201104151900,"org.eclipse.jst.j2ee.ui",1320682687612
started,bundle,org.eclipse.jst.j2ee.webservice,1.1.400.v201004110600,"org.eclipse.jst.j2ee.webservice",1320682687817
started,bundle,org.eclipse.jst.j2ee.webservice.ui,1.1.500.v201105122000,"org.eclipse.jst.j2ee.webservice.ui",1320682687818
started,bundle,org.eclipse.jst.ws.jaxws.utils,1.0.0.v201004171919,"org.eclipse.jst.ws.jaxws.utils",1320682687819
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.core",1320682687863
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1320682688047
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1320682688048
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1320682688048
started,bundle,org.eclipse.mylyn.context.core,3.6.0.v20110608-1400,"org.eclipse.mylyn.context.core",1320682688049
started,bundle,org.eclipse.mylyn.context.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.context.ui",1320682688172
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1320682688173
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.tasks.ui",1320682688433
started,bundle,org.eclipse.mylyn.team.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.team.ui",1320682688435
started,bundle,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search",1320682688476
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1320682688502
started,bundle,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui",1320682688530
started,bundle,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.editors",1320682688543
started,bundle,org.eclipse.ui.forms,3.5.100.v20110425,"org.eclipse.ui.forms",1320682688566
started,bundle,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.ide",1320682688608
started,bundle,org.eclipse.ui.intro,3.4.100.v20110425,"org.eclipse.ui.intro",1320682688699
started,bundle,org.eclipse.ui.intro.universal,3.2.500.v20110510,"org.eclipse.ui.intro.universal",1320682688699
started,bundle,org.eclipse.ui.navigator,3.5.100.I20110524-0800,"org.eclipse.ui.navigator",1320682688700
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.resources",1320682688701
started,bundle,org.eclipse.ui.net,1.2.100.I20110511-0800,"org.eclipse.ui.net",1320682688702
started,bundle,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views",1320682688702
started,bundle,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"org.eclipse.ui.workbench",1320682688727
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.workbench.texteditor",1320682688819
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1320682688820
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1320682688868
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1320682688869
started,bundle,org.eclipse.wst.common.emf,1.2.100.v201101101900,"org.eclipse.wst.common.emf",1320682688955
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.200.v201103170332,"org.eclipse.wst.common.project.facet.core",1320682688955
started,bundle,org.eclipse.wst.web,1.1.500.v201104251400,"org.eclipse.wst.web",1320682688956
started,bundle,oracle.eclipse.runtime.glassfish,3.1.0.0,"oracle.eclipse.runtime.glassfish",1320682689370
started,bundle,com.amazonaws.eclipse.core,2.0.0.v201108151453,"com.amazonaws.eclipse.core",1320682689885
started,bundle,com.amazonaws.eclipse.ec2,1.1.0.v201108151453,"com.amazonaws.eclipse.ec2",1320682689885
started,bundle,org.eclipse.mylyn.commons.ui,3.6.1.v20110720-0100,"org.eclipse.mylyn.commons.ui",1320682689922
started,bundle,com.google.gdt.eclipse.core,2.4.2.relr37v201110112027,"com.google.gdt.eclipse.core",1320682689923
started,bundle,com.google.gdt.eclipse.login,2.4.2.relr37v201110112027,"com.google.gdt.eclipse.login",1320682690016
started,bundle,org.eclipse.emf.common,2.7.0.v20110912-0920,"org.eclipse.emf.common",1320682690016
started,bundle,org.eclipse.emf.common.ui,2.7.0.v20110913-1156,"org.eclipse.emf.common.ui",1320682690016
started,bundle,org.eclipse.emf.ecore,2.7.0.v20110912-0920,"org.eclipse.emf.ecore",1320682690016
started,bundle,org.eclipse.emf.edit,2.7.1.v20110913-1526,"org.eclipse.emf.edit",1320682690016
started,bundle,org.eclipse.emf.edit.ui,2.7.0.v20110913-1156,"org.eclipse.emf.edit.ui",1320682690016
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.2.101.v201107140600,"org.eclipse.wst.common.emfworkbench.integration",1320682690132
started,bundle,org.eclipse.wst.common.frameworks,1.2.101.v201107192200,"org.eclipse.wst.common.frameworks",1320682690132
started,bundle,org.eclipse.wst.server.core,1.1.303.v20110816_1717,"org.eclipse.wst.server.core",1320682690146
os,sysinfo,,,"win32",1320682690152
arch,sysinfo,,,"x86_64",1320682690152
ws,sysinfo,,,"win32",1320682690152
locale,sysinfo,,,"en_US",1320682690152
processors,sysinfo,,,"4",1320682690152
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1320682690152
java.runtime.version,sysinfo,,,"1.7.0-b147",1320682690152
java.specification.name,sysinfo,,,"Java Platform API Specification",1320682690152
java.specification.vendor,sysinfo,,,"Oracle Corporation",1320682690152
java.specification.version,sysinfo,,,"1.7",1320682690152
java.vendor,sysinfo,,,"Oracle Corporation",1320682690152
java.version,sysinfo,,,"1.7.0",1320682690152
java.vm.info,sysinfo,,,"mixed mode",1320682690152
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1320682690152
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1320682690152
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1320682690152
java.vm.specification.version,sysinfo,,,"1.7",1320682690152
java.vm.vendor,sysinfo,,,"Oracle Corporation",1320682690152
java.vm.version,sysinfo,,,"21.0-b17",1320682690152
started,bundle,org.eclipse.wst.server.ui,1.1.306.v20110823_1704,"org.eclipse.wst.server.ui",1320682690792
started,bundle,oracle.eclipse.tools.glassfish,3.2.3.201106220649,"oracle.eclipse.tools.glassfish",1320682691330
error,log,,,"GlassFish: Not  Registered yet : C:\\Users\\Kunal\\Desktop\\eclipse-jee-indigo-win32-x86_64\\eclipse\\plugins\\oracle.eclipse.runtime.glassfish_3.1.0.0\\glassfish3\\glassfish",1320682691668
error,log,,,"GlassFish: done with deleting obsolete runtimes : ",1320682691684
error,log,,,"GlassFish: before Creating working copy : ",1320682691686
started,bundle,org.eclipse.jst.server.core,1.2.202.v20110419,"org.eclipse.jst.server.core",1320682692069
started,bundle,org.eclipse.jst.server.generic.core,1.0.700.v20101219,"org.eclipse.jst.server.generic.core",1320682692070
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1320682695499
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1320682695501
started,bundle,org.eclipse.team.ui,3.6.100.I20110525-0800,"org.eclipse.team.ui",1320682696465
error,log,,,"GlassFish: Creating working copy : Runtime[GlassFish 3.1, GlassFish 3.1, null, RuntimeType[org.glassfish.jst.server.runtime.glassfish31, GlassFish 3.1]]",1320682697219
error,log,,,"GlassFish: grun : org.eclipse.jst.server.generic.core.internal.GenericServerRuntime@6032385",1320682697221
error,log,,,"GlassFish: Creating NEW : C:\\Users\\Kunal\\Desktop\\eclipse-jee-indigo-win32-x86_64\\eclipse\\plugins\\oracle.eclipse.runtime.glassfish_3.1.0.0\\glassfish3\\glassfish",1320682697222
error,log,,,"GlassFish: pre saving new runtime : C:\\Users\\Kunal\\Desktop\\eclipse-jee-indigo-win32-x86_64\\eclipse\\plugins\\oracle.eclipse.runtime.glassfish_3.1.0.0\\glassfish3\\glassfish",1320682697227
started,bundle,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console",1320682698321
started,bundle,org.eclipse.team.cvs.ui,3.3.400.I20110510-0800,"org.eclipse.team.cvs.ui",1320682701197
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320682701833
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320682701841
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320682701883
started,bundle,org.eclipse.datatools.connectivity,1.2.2.v201105270956,"org.eclipse.datatools.connectivity",1320682705521
started,bundle,com.google.appengine.eclipse.sdkbundle,1.5.5.r37v201110112027,"com.google.appengine.eclipse.sdkbundle",1320682714330
started,bundle,com.google.appengine.eclipse.core,2.4.2.relr37v201110112027,"com.google.appengine.eclipse.core",1320682714991
started,bundle,org.eclipse.debug.core,3.7.0.v20110518,"org.eclipse.debug.core",1320682718533
started,bundle,com.google.gwt.eclipse.sdkbundle,2.4.0.relr37v201110112027,"com.google.gwt.eclipse.sdkbundle",1320682718597
started,bundle,org.eclipse.jdt.launching,3.6.0.v20110509,"org.eclipse.jdt.launching",1320682718915
started,bundle,com.google.gdt.eclipse.platform.shared,2.4.2.relr37v201110112027,"com.google.gdt.eclipse.platform.shared",1320682718992
started,bundle,com.google.gdt.eclipse.platform.e37,2.4.2.relr37v201110112027,"com.google.gdt.eclipse.platform.e37",1320682718992
started,bundle,com.google.gwt.eclipse.core,2.4.2.relr37v201110112027,"com.google.gwt.eclipse.core",1320682723144
started,bundle,com.google.gdt.eclipse.suite,2.4.2.relr37v201110112027,"com.google.gdt.eclipse.suite",1320682732711
started,bundle,com.google.gdt.eclipse.managedapis,2.4.2.relr37v201110112027,"com.google.gdt.eclipse.managedapis",1320682732762
started,bundle,org.eclipse.jgit,1.1.0.201109151100-r,"org.eclipse.jgit",1320682733102
started,bundle,org.eclipse.egit.core,1.1.0.201109151100-r,"org.eclipse.egit.core",1320682733929
started,bundle,org.eclipse.egit.ui,1.1.0.201109151100-r,"org.eclipse.egit.ui",1320682735302
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1320682765580
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1320682765970
closed,view,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.internal.introview",1320682766349
started,bundle,com.amazonaws.eclipse.elasticbeanstalk,1.0.0.v201108151531,"com.amazonaws.eclipse.elasticbeanstalk",1320682772056
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320682772767
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320682956786
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320682962706
started,bundle,org.eclipse.jst.servlet.ui,1.1.500.v201105122000,"org.eclipse.jst.servlet.ui",1320683001105
started,bundle,org.eclipse.jst.common.project.facet.core,1.4.200.v201103170302,"org.eclipse.jst.common.project.facet.core",1320683001377
started,bundle,org.eclipse.jst.ws.jaxrs.core,1.0.300.v201011231608,"org.eclipse.jst.ws.jaxrs.core",1320683001472
started,bundle,org.eclipse.wst.common.core,1.2.0.v200908252030,"org.eclipse.wst.common.core",1320683001743
started,bundle,org.eclipse.wst.common.modulecore,1.2.101.v201108231700,"org.eclipse.wst.common.modulecore",1320683001797
started,bundle,org.eclipse.jst.j2ee.core,1.2.101.v201108110300,"org.eclipse.jst.j2ee.core",1320683001845
started,bundle,org.eclipse.jem,2.0.500.v201104271400,"org.eclipse.jem",1320683001910
started,bundle,org.eclipse.wst.common.frameworks.ui,1.2.100.v201105122000,"org.eclipse.wst.common.frameworks.ui",1320683002839
started,bundle,org.eclipse.wst.xml.core,1.1.601.v201108302147,"org.eclipse.wst.xml.core",1320683002979
started,bundle,org.eclipse.wst.validation,1.2.302.v201107140600,"org.eclipse.wst.validation",1320683003203
started,bundle,org.eclipse.jst.j2ee,1.1.501.v201108231845,"org.eclipse.jst.j2ee",1320683003561
started,bundle,org.eclipse.jst.jee.ui,1.0.400.v201105122000,"org.eclipse.jst.jee.ui",1320683003570
started,bundle,org.eclipse.jst.j2ee.navigator.ui,1.1.500.v201012020700,"org.eclipse.jst.j2ee.navigator.ui",1320683004118
started,bundle,com.google.gdt.eclipse.maven,2.4.2.relr37v201110112027,"com.google.gdt.eclipse.maven",1320683010071
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320683010375
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.import",1320683010389
started,bundle,com.google.gdt.eclipse.appengine.rpc,2.4.2.relr37v201110112027,"com.google.gdt.eclipse.appengine.rpc",1320683011937
started,bundle,org.eclipse.jdt.apt.core,3.3.500.v20110420-1015,"org.eclipse.jdt.apt.core",1320683012309
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.400.v20110305-1450,"org.eclipse.jdt.apt.pluggable.core",1320683012417
started,bundle,org.eclipse.jpt.common.core,1.0.0.v201105180000,"org.eclipse.jpt.common.core",1320683017551
started,bundle,org.eclipse.jpt.jpa.core,3.0.0.v201105250001,"org.eclipse.jpt.jpa.core",1320683017552
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320683019185
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320683020405
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1320683024425
started,bundle,org.eclipse.compare,3.5.200.I20110525-0800,"org.eclipse.compare",1320683024443
opened,view,org.eclipse.egit.ui,1.1.0.201109151100-r,"org.eclipse.egit.ui.RepositoriesView",1320683025008
started,bundle,org.eclipse.ui.views.properties.tabbed,3.5.200.I20110201-0800,"org.eclipse.ui.views.properties.tabbed",1320683025434
error,log,,,"Contributor org.eclipse.ui.navigator.ProjectExplorer cannot be created.",1320683025728
opened,view,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views.PropertySheet",1320683025995
activated,perspective,org.eclipse.egit.ui,1.1.0.201109151100-r,"org.eclipse.egit.ui.GitRepositoryExploring",1320683026031
activated,view,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views.PropertySheet",1320683026044
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.perspectives.showPerspective",1320683026099
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.perspectives.showPerspective",1320683026099
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320683026274
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320683030606
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320683031505
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320683054139
activated,view,org.eclipse.egit.ui,1.1.0.201109151100-r,"org.eclipse.egit.ui.RepositoriesView",1320683061166
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320683068736
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320683071260
started,bundle,org.eclipse.pde.launching,3.6.0.v20110506,"org.eclipse.pde.launching",1320683072576
started,bundle,org.eclipse.ui.views.log,1.0.200.v20110404,"org.eclipse.ui.views.log",1320683072596
started,bundle,org.eclipse.pde.ui,3.6.100.v20110603,"org.eclipse.pde.ui",1320683072612
opened,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1320683072953
opened,view,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.views.ProblemView",1320683073088
opened,view,org.eclipse.mylyn.tasks.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.tasks.ui.views.tasks",1320683074285
activated,perspective,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.JavaPerspective",1320683074319
activated,view,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views.ContentOutline",1320683074361
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.perspectives.showPerspective",1320683074586
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.perspectives.showPerspective",1320683074586
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1320683077887
started,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.300.v201108240515,"org.eclipse.wst.ws.service.policy.ui",1320683079608
started,bundle,org.eclipse.wst.ws.service.policy,1.0.303.v201009221810,"org.eclipse.wst.ws.service.policy",1320683079634
started,bundle,org.eclipse.wst.command.env,1.0.409.v201004211805,"org.eclipse.wst.command.env",1320683079670
started,bundle,org.eclipse.wst.ws,1.1.203.v201004211805,"org.eclipse.wst.ws",1320683079671
started,bundle,org.eclipse.ltk.core.refactoring,3.5.200.v20110505-0800,"org.eclipse.ltk.core.refactoring",1320683080407
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110505-0800,"org.eclipse.ltk.ui.refactoring",1320683080437
started,bundle,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui",1320683082680
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320683087531
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320683090558
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320683091846
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320683132508
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320683135971
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320683150095
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320683159380
started,bundle,org.eclipse.wst.jsdt.core,1.1.101.v201108151912,"org.eclipse.wst.jsdt.core",1320683161053
started,bundle,org.eclipse.wst.jsdt.manipulation,1.0.300.v201104272153,"org.eclipse.wst.jsdt.manipulation",1320683161476
started,bundle,org.eclipse.wst.jsdt.ui,1.1.101.v201108151912,"org.eclipse.wst.jsdt.ui",1320683161478
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320683161643
executed,command,org.eclipse.egit.ui,1.1.0.201109151100-r,"org.eclipse.egit.ui.team.AddToIndex",1320683161761
started,bundle,com.amazonaws.eclipse.sdk.ui,1.0.0.v201108171750,"com.amazonaws.eclipse.sdk.ui",1320683163663
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320683169218
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320683173283
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320683182495
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320683183285
started,bundle,org.eclipse.core.variables,3.2.500.v20110511,"org.eclipse.core.variables",1320683188686
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320683190119
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320683213066
executed,command,org.eclipse.egit.ui,1.1.0.201109151100-r,"org.eclipse.egit.ui.team.Commit",1320683213085
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320683213496
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320683214659
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320683217717
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320683225449
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320683227164
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320683228681
started,bundle,org.eclipse.jdt.debug,3.7.0.v20110509,"org.eclipse.jdt.debug",1320683230128
started,bundle,org.eclipse.jdt.debug.ui,3.6.0.v20110512,"org.eclipse.jdt.debug.ui",1320683230586
started,bundle,org.eclipse.wst.jsdt.debug.rhino.ui,1.0.0.v201103232243,"org.eclipse.wst.jsdt.debug.rhino.ui",1320683230734
opened,view,org.eclipse.team.ui,3.6.100.I20110525-0800,"org.eclipse.team.ui.GenericHistoryView",1320683237637
activated,view,org.eclipse.team.ui,3.6.100.I20110525-0800,"org.eclipse.team.ui.GenericHistoryView",1320683237717
executed,command,org.eclipse.egit.ui,1.1.0.201109151100-r,"org.eclipse.egit.ui.team.ShowHistory",1320683241911
opened,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.SourceView",1320683242298
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.SourceView",1320683242435
activated,view,org.eclipse.mylyn.tasks.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.tasks.ui.views.tasks",1320683244690
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.SourceView",1320683244730
activated,view,org.eclipse.team.ui,3.6.100.I20110525-0800,"org.eclipse.team.ui.GenericHistoryView",1320683248413
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320683251659
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320683273477
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320683273495
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320683273501
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1320683274906
